stem,prefix,split,image_sha256,mask_sha256,rgb_pixels_sha256,image_hw,mask_hw,size_mismatch,empty_mask,soft_mask,detail_sha256,trace_sha256
RBN (7279),RBN,test,6b9fdd7648d3c79b78a8159617eed150c0f8e12fa392d3d37c1f83eb3b763829,8035d54d9516f3b5a876dd127d2956c8d7b5895e012ca90c46e2733881a3bf3c,7b903b8c4f967e6e7a7cae5087769fdb4facaa111f6e91576e0924aede7effa1,426x640,426x640,False,False,True,99b1d9919f907ae0e35cce1dd90b5c90a6a705b6e4992f881eaefb819f99455b,4143857b0e187ce3f0ef6e931703f549f9b8af07dfa7d13984355e9345baf3e0
RBN (7280),RBN,train,9768c442576e2bbd9bcc2c5f809ef9687b6b0b1f1fe870fb8c04c2424f7c5dcc,09679731f890748aff0612accbc6851703a703a140bb5acca86c6d76db15afd9,cbda18067b468147c45366c70770a31c67be5dc4ab0e82e6c8d5d42512875174,375x500,375x500,False,False,True,62b4eaa40429bd350608b27c3b4b1dfd6b33a4351c73e3e86323c78076cb2c14,ddf60d333cd4fd7dfbde845f7894581da9fd4aaca9d222cfd5eff5c7a1461603
RBN (7281),RBN,train,f12a5cc47507078198f6a50c0add0e157f29075a1e8c488e6879bc55f9b64bd7,f37e7ccf9580e27ac2ace24e659d1cfe2b46790ee04cbf45778e5605824e1457,5393576a7052f023b74d7956f3487788ab4a5e18c83860f8f6f27fd43864c9da,427x640,427x640,False,False,True,e2562fe66661ba1e1a286e1441285ad34d7574a918140fec9a291a857ff11570,121bd3dcc065025e18d550410ca9322107eaf18f49311ca6cd4b373ea0a0d0a1
RBN (7282),RBN,train,1fd754bb5d951413e65384abd617274efec7e948474a9216b7f525a10d83ce01,0d26a06138aa8ec8665fd4ffa06608b769fca103cc646f279712243f1dcd5bf8,f3c845267d7dfeb407eb967f39460b0ce79c8162b676cbba241a6d7e54862733,640x444,640x444,False,False,True,d58507b9eb227eee86f8a744c12fe44b28310f94f21c05c7d84579766b506e10,2492747a6c34246a4b9e60fc150929a0835bbaa250048a3112e91a42ebdefa2d
RBN (7283),RBN,train,8629247da0d5cd49cb965107fb9571627739f9fc05c6ce9e53b4bbb8aff49ea7,cc8fa752f7775e95fa8c6e4e7abea5bbe67f6844143410afaed583e37a82ea0a,db3cf9bbe4ad926a618dc9d54e2c459cb78e13ab226e6ca0bd508b3e0f6f6d74,352x288,352x288,False,False,True,9130e89ebfe83b8a039bd3367b759f0135913d0936a48a67d666c05205b17ee0,913a9658ce9f3535d9aef9b5512414a9813bf1613e26ce0338591eea977b1058
RBN (7284),RBN,test,87d0388d681029e2554bdea5425c1eaff7f4dd813b0d3e92747006ebec97ba7d,60f0ebda178cdc43b9c3a0d53a92f8933865b5796ab7acb81bcbd5c1289941f2,dba23a6e93f41dbd2b9d95b36093236d05ae67c1f57676ef72e1467905307381,427x640,427x640,False,False,True,a9440192c42503052c684b138754205bb5f8cbfb91eba6ba28eecea0567a6c3c,1af93981cb128ca0c3d6e494a196525136bda6485464c8c592a9e1f3ff97fd27
RBN (7285),RBN,train,f5cf18aa48ad4f50baaa31737f09104862453e40ab4e8ae9e053f3db60455543,d781e363e211ebcfac70414a2e5802f3d1c696e1ce3a0150dc09abb8a796ca5f,026f90eba14287805976fd81a2fa549ce74e829d6325f848a3171378291cbba4,291x487,291x487,False,False,True,db6fdeb28a6a8651398323d40ad033cde12acd5e09e955f7d1bbb667fe220db5,8941cbaab8b192831ff424c90164d3deccfb1d914e6dd034f3dead3e5f9ac281
RBN (7286),RBN,train,793ae49b6691b004cc2c9958eff669cd36c51a4c08301853c8ffe5b1bd7ee333,ece38902774fdee990455cbd75438d54fc9ed79ad0c76ba3f2897e8a228e9670,5b5a6a82cbf20bb59d21517ff14cead9713eaa3a8a10ab13b37b0e90e3f9b722,600x400,600x400,False,False,True,5bbe03c3b1a101abf4bc337dc33749e3255517a6e3535a8d31099af3d6fdc63a,114b6586681cef1f8f40150a4ce2fe9d4f6f7c3b6a835500f9b1b112a53505f6
RBN (7287),RBN,train,50c7f2a3b76494937a3936ee38f0388ed9e2562ef7637e829f97d8de89073de9,39874182e23896a5a477a01a89cb45c04ba0c24e5f0be48abf1c3b8722eccf47,634f06a85869e6ddc9a7bad1bc47642a499dec8c962da1134a3eb89abc021fab,500x375,500x375,False,False,True,d9a375da0d404e6e7b22e210c4333be8c312164ad9242ee5c61b281291f057f3,3139345704473dfe301eead7f7bff5341afab151b9fd80a6f78f013f17512f28
RBN (7288),RBN,test,f7b537b12a6b59a24e1f25a022f30db2ad46084ded95df48f7f408e2692f10a7,624d8df3fd23d62ef9a566da91b39fa6389311f118be736918e5822a250c708e,9683cd877a5b1748c0601b7fcb0482dbb8f369e2e060eed38ffde8427fde131b,375x500,375x500,False,False,True,199a40cf9cab711da821a4feb65cd439fc5e6d0cd1859adf58139ed178b4990c,29a9f835aa734570d1431e63eaf11132429478075bd16108f87a81ca01afbe31
RBN (7289),RBN,test,5fcda55945913c3fc170879e2f256492947cbcde86dfb4bec074b59805ff79e0,e67d74304ea57194bf11163529c10b41e5d023cfded385f0d5324b4853cd6602,a17bd5f55355d3a28795994c84142cf5fcd7edb0e0d2e70c2faff2412705e7f1,333x500,333x500,False,False,True,f4c1b50b90447764dfa9a972eae5bbea2fe2e2c07f4f08817628f1f7e6a44678,ce1bbc1938cbdd11178cd94ad8cc0411c60902394246c82feedc42ebbc6996a4
RBN (7290),RBN,train,8b4e294728199d584f2df55703b67757b6453a1d272bdf31bbfc712b3cdc3763,9a03edccbbd24ddbc0b943450d09fe45d8aa1da22b49a57fc9dcd3dc0978ddf4,c1ab3615ae2458a37d28db40f4e087b0b81c2b593848fdca25b954eeea1e9b9d,320x568,320x568,False,False,True,26b8dde6ea6bc91960d512687cd0ae44bf70c0b328a844e9f1151938a90f7651,ba5480a8521445d97be4479812e59877e954b2fcc4fc5c7e06d3eac6342a1017
RBN (7291),RBN,train,164b77ca196bb36ea73689ca03840a88f1c7b518a45ce9ace6e659fa2d38a3ff,260b8882672e00c33e7f4695c9640e092f495cbf7148d989db8da1b5e8b28f75,cf156500390b54b58c0fba438449968e67a42d858ca3773c10fb267dcb4ac445,427x640,427x640,False,False,True,07b3d9f07ac69013de6d5ceb0de51eafdf1dc937642f8c691cebf26722e70330,88e7f38b75e4d9c34cb56e23cd1c43cc7c8e6a2950c12e1d27d8b7ea7b41a12e
RBN (7292),RBN,train,56b47fda3907561ad9ca6cb0530661dc315cf437249532005bfa595eaa0143a2,2cca18d19b6aa827712f3e8e6f8c0432645704f6ec77541d72eb6ee131f80bca,db75e16e8fc3ecb1369e12637f77cb5b3dc39c70dc9d052dc6d62faba74c5cba,375x500,375x500,False,False,True,90368e50f9eb9a0fac8e80701b3fb260b1469a9cc9ce7beffd1800db20e28b59,08a67701ccfe190a85bee66ec8485b6260c25e534691970768288e5b7dda4c8d
RBN (7293),RBN,train,c1c0993fd19a6113375164e404e7c71d29bfcb276defa62222e07de1af82914b,3c37746f015f3ff742156f573f000fa42e60b03a8ef40cfe3ad9f39ed60f90be,422a24cca044510acd95e7bad6870ed5ea0a12c23849745ebcd4ee27e71491dc,480x640,480x640,False,False,True,0cf9694a4db31874fc203fab7fc73462e86d2a0a01a55c290111f480c7a93d37,7ec0789994220551cb138e23b78e44fa8a6ec65c616a8d7ca9bf1a59857f3ac2
RBN (7294),RBN,train,9d38ca0dbe4381b9034828002ca9ed1606d9393d2704b09d8bbb8a824cac5531,bb85245f5270b20c9b5b56901b09e4d95980681af0fa18d7bdf86ae247cd52b4,de3aba88c24895c88bbdcbc427c10d88568038512dfaef844c5c47e78ba596a7,640x480,640x480,False,False,True,abf48133d3d62511c23e631394426576c3a782f0f9af2c59772c2249f14ff896,cb108cf8e449f1dc1911a9baf7a4a9c6fd849e1c713641a8b9f329d7104f5b42
RBN (7295),RBN,train,c1fe0770a78d036bfb1714b08ba19c847d3c90058a1792980fd28faf769390cc,8d3efa87a95abfc03a8a9c0ef7d969db699b9e642648698235169fd2991fc35f,0ce754dbb48590a21aa516504a37e1e5759c5307fe3228fb3a814abc4fe64f94,240x320,240x320,False,False,True,77e3d17c74bf7c9f62d448d0750fef054740e8f9eda12eb5dec4178897162db4,91e60c25ae41cd110561676190d4b0d8188895ff37d4d3b979c416bc0658657e
RBN (7296),RBN,test,e8b501ce17745e46819e78193fd44ca16cdf69b2ad4dd2d9cc0496d06f8ca2c5,6f1bdfce0c7e6a03667eb88b36ab44a6f3c4d06c4ef68fdc575b483b488fb3d7,eb97049c5e84bc0c3eb23604df51b0ed264f1d6fbd7b3eb1fdbb85b2f7882f15,418x640,418x640,False,False,True,fa3c91ce0359de1b0334864b0b60298abfab4497b54c224f49919b5b5775adb3,4f02bfce988a88609840181f5b1d30be7834b167805c3de640c0bdc2085c7fde
RBN (7297),RBN,train,fe0d2e5b55be4607cf021256193a5c5de3a5350d871fb42757a274b0a86f30b7,bb3e19d29a1c7691ec21cebfb87574308eed9ffa16cc50592cdbe7201ec19b53,b91cdc985dc9bcdff89b6f949dacfddaef696f7451012fd47eccf1801e1de899,640x319,640x319,False,False,True,084ac2c8032dbf5351bfafa602481501d664d442fac31a1b1867ce6ed7633483,0bc138433c1a089aab8fa7efa30bc8df8d4330322e45b7094cc735b787791187
RBN (7298),RBN,train,a80dca94d6cc1772824752e00bd1eebe4ea7ffd5aea649fba36d55d7d12ea854,83da756e60ddfaba7f5e0dcb62db25c6d3ad4a13d08c0bb3b41949e8f7472ad2,637b90a8930823ee0edd9bd26b1b321b73ef35ee246959f4de02dc233e89f301,500x350,500x350,False,False,True,e40afe850d365fc5d8a8f7a853378c9eddd4520723dbe62e90082b5507c0223e,c49774c89736a6ddc490e5226b021bbc9d8e9c823936eb8253a92260ea5e6a1d
RBN (7299),RBN,train,74ed4b1c77a2df39fb82347d20de167b1c2c518c94ff5fa8ea7bb08411582c9a,06700206933dbfab3f43681f549a8dbd0f0e46d4b12790854f521460ff612741,0c033c3e4ae7c3bb68747d1c9cee246eb793d9773bcb6aa201c10bded137559e,426x640,426x640,False,False,True,8b8f1278bfe4d34d3ae9c6193c8b0d68b6a2f59657e6864960b93d37e19c86b4,c0290119bdf9ecb8bf3b4b4a46da92366d549b189c26cbe9e455a2dc2cbff13b
RBN (7300),RBN,train,14edcfd3f2f4331d3039db8df27204fa7f650a4853bbbdbf12a09137aecdcf53,1fa64beb12e9efa0b3165b9f2a2e32b27255605a2ac6082551db74550f773a9a,bffda229f448989c797a817a0db09b605efd5c2b51350287b8a9d93fd22cbbe1,213x640,213x640,False,False,True,ef691c45f6da21229cf3a399ee3fe6d8f909f764caaeb46a953594df6d73a11f,f7a0b8c2643d96c841157c7f4534ba7908d8d2091e6bff5da8f5888f1fd5f478
RBN (7301),RBN,train,4968c93b0b34a9d35c70984b5d700314fb51c3a7eef633759d73f973018d1f90,8990b9624146883463a03c077b22a758c52002908e48e370f91219bba4004f45,200f0e8af8f293c445e85bdf13b9999cf917e96ce8082a9e887f2180452fa6bf,362x640,362x640,False,False,True,291f4a9caf3e3b466247322ea49fd179bb0aa60c4cb7bbbd13fe078d10d753a7,21e9ec47658d3355aad9e30df8ae25dba736b4f29252397ace24262fd1927ee9
RBN (7302),RBN,train,414833b4ff06cda706d34e756599bb46ac98c06bd4f571d4f74892bb52ffaa3d,570086f9a02cb9ab62a772114f5f6c9cdf86a0d03a96682ec93063b5cd48b8fd,c645b617787e664745b909f72938dd1e9c1cea7977c443cc4263b3eb7e4f856f,427x640,427x640,False,False,True,ef4690b9e755127ebc670ef3387c071326a9a8369370f31e730affe0e9e0c081,cb5996f2c3087d3087c71d620bde7d47b925920a085efb9b27237465a94836eb
RBN (7303),RBN,test,624c38a3d09694c357d199bb21c9fbe134471734aa39e0a326e12c5c7730d7ed,dad4e1e243173af63bf1de035002bcc0e207b3c84846457338026380019be40a,e3745a382ec33416567f961d64a1ea5c95a02918437e087e7408928f26d2497a,270x360,270x360,False,False,True,e8ad3798a3ad6b1241b3056fd6fb191673dcf0f32d8eee2fc0b255ad3cfd5421,d8f5518f079f663e212a6140a7a44a040dd650df59ff630af0ff9ab0bd1954f9
RBN (7304),RBN,train,3bb83eeff66bdf86f5b5f90f815dd47e7c5a2364d852d7552bb7f615eb8dd0e3,edc8f0d7f24a2273484a3e540d7443cfa960c99d0534bf73f3e0ee7a291df355,002f3dea04e3a1d33d0c2e2181e78d55972bf021b451fa4eaec3dd5952684063,448x256,448x256,False,False,True,8a586251ceecdbb95ca5f739d6c348a5bb368b12ed2d0da9b39a60c726b71f6d,cc71653ef55fc6c4cc5d9caae82ca4d88083f83383575f8ca73e28456cd31dc8
RBN (7305),RBN,train,bd6ea8bdb0c1c28d214768433f93c9e8824b68db0fa744c8368a9d5fb6a12c9d,9226f1d4e39ba50a90b312a55c1bfb34c3b9f5d6a145fc455973430c432c4042,a715d3ee9477c8c4801fa3e745c81bb4f55ec96d9bb5fe288972f7fec1c0895b,273x182,273x182,False,False,True,104862d908668395732bbf1c8fd732accdd83faede3a715462f35ab841569ecb,a6fd273e3f32338eab86c9763218a0659d92c2f4eca2290334531c3d894dddcb
RBN (7306),RBN,train,6cbef3645924440cd10b823f0f309bcb20712910c8e5738305183b74fbd3c11e,f6aab3a914170e17ea33d71de5535b6bb366c5fa81079ec953bd3498f761551b,e3826824766f9472e20734ea385ef6fda9d6bfdd567fe82f0db2cef5c3d1a8e7,375x500,375x500,False,False,True,5630aeffbe7acf60e3bc21dad4ebf1197b0a28aad569ffb570f6269b9b1dda19,f5873460c7249c9385ee6bdfc8602b992a4bb6381a5804b0787b81323f2a0b5b
RBN (7307),RBN,train,db37d08afc980f33cf910ec20527c8a34d0b9e950a8800b0b5a9aa3ffd21cf15,e2ea9620037dff552ed439a9c0bfe981a1bd4f7eb4837d0e7ef9347bd6667df2,38f19a9d8fdef7026df2c99cc86b451a58f30a0b1f244417d1e8625822ac288f,333x500,333x500,False,False,True,2dc441f5d314ef77e284791d2dbb0006264c15be6a74fff82463fb52b64b5b27,f52ce0556e3bd0786350a630153ac13a04e227a841923f1e2ec3bee9e169aaab
RBN (7308),RBN,train,fe4e40b23dba8c55ab48bee5f1d97345a7df47a7cab5e3da722fc68712519c72,a6219bb4cc6a8fba6f5c30b6158780f0dc54a438065bada2b9b005f429ed0f04,58acb4e1f1ef69e3e9c88191e885ea25f0f2382c7c684aa6c54b2bb5bc365690,326x500,326x500,False,False,True,7b05243665a1e5c4888a92f0905caf134984bf94dd32bb1e69aa494d7a159a45,64ea3249cfae46f6d05d24d291715f9a0ebd528e30efb83d00766798f79a6cb0
RBN (7309),RBN,train,d33640c5d52b9d086f8826d1b452f1b570595e062d45f40d27196a0ab5a1c4a9,d2ffeeb575966d476d26bebc30354e6b845af9f078a4d5183d58c99f9df4b37f,7a0e3229c6d1bb8f581a8819c5a4c1642c7ed6c1cde97cdbdb83e6932db8e4bb,235x319,235x319,False,False,True,8ebd4b8eb0089fcd95e6d592ef60cda762cb3349740125dace13c841ad7d91ca,3a486e2f6907a5ca1d31e2b8b1caed2815bdfad1e58b6f3bf00b1b842180f65c
RBN (7310),RBN,test,70e65baf14fefef1d31cf50702bd0bebc32e66f61515a21ada88ee2d0bf8c2ab,6f80dc0b0f90c5eef936b68f4dca0ffcc1a520f649bba186ae23e97e3c231d15,c4a05f7e341bc53d360ef0d8d6e15988b6d9769ddb8bfbb915b6256d15ce814d,480x640,480x640,False,False,True,c8d1b65cd8b39097f5e3875cd0a13113f8b7515435c95c7f965853fb42792cd8,c26888e308c881b4add6649d674224203e0e5a7fcf1999585b4e48cde47e24f6
RBN (7311),RBN,train,56212568e584727ba717a4095ad72f6e84ac7f08ceec5d67bcc95b65c05e4f59,fdca79d249c8dfa46a4632a3edee65ed0d992b86a457db0ec95b7b5100d0ec8b,ec6fe07ebbbd2dbf628c5bbbf3b8d5b180b0c505f9ec0095315bb986f8954f3c,640x426,640x426,False,False,True,0822e94406667152eee78d5b9b1942e645703c3a032ccf3cde0c913e4c4acda9,e1e3570a4b7504ca4eb42a1d67522596f03937a57904f22f989aaa6341d9669c
RBN (7312),RBN,train,5563ff8a02cd35a8a550a4ab3464fd7c020e0ba5632e5d25ec8c9f79131dd65f,213236de319dd05c8d914c2804b08d62810b051cdbca65bb5ff7963e54ee4ab2,cabd65f4949b5f932102ef74db3d29d660cddf3dab58a93b3f963f02cc971a88,480x640,480x640,False,False,True,f9c06cd6d2f705ef7a3218a75f778268c3d66c904feae989d0aca4d2f4185134,525ec7e15b557b8ade419837f343ca49e5613536c9b534dfac1003c6161e4340
RBN (7313),RBN,train,1a2230e37c43b14b2d7af5d90fc11a539faa38fd6d5c537b44fdfced32dab362,6cbaf1f392bc14339b74cec7da4f2302b2555afafa04e5fb8b438def0a229e9f,7a6a665a0370edb31cfa27e254fd3ad9a066106b8d4dbcd94fcdb06aca85fa60,426x640,426x640,False,False,True,40bd66a88930faa4e3d2a16dc5ac9686b7c693274a4703063bbd038f37c83637,8347b548259f79e20ed9b2c99cb95a09444ab56ff067e2924e172d522d60456f
RBN (7314),RBN,train,22cbb63c26d1d1bef6a5bcd4ff6c269ce9f1152f853a71f26b30f22ba3c70f1d,9fa34b0ceb1cd4e2bc3f308114aa3588cd327064db51bf08ba175d1c815e2f01,a1340360027894e2b2c9144bbafe1ca0689ff8952ff995ed6ca0856c8cb348bd,223x420,223x420,False,False,True,c84701081a18dc018482f0767c9abf392052a6f8394593c3ffbad4e777e00df9,520c24b51e6a3fadae5c33d773034bd1120b453644934437e975e16394ad5c04
RBN (7315),RBN,test,8dc42c5e0c26357a9edbb6d3deae218ed1e65f447012e622abbe5dd236ac07d2,9d6c56f10806b62550176f79815f4a478d9f71c05efab47f2d9ffa5a139e47ec,05ddb7f5bcffa369478ece1029faa712623180d36a2bfb4e6b2a58057b932512,375x500,375x500,False,False,True,f99e8132e53d748c1af323771885a908c7035bab6b1c14342fc4cde4d3781376,518bbb2632aac19cb7595340e9e1fc449f82f950e29bea8b3a433db0b7f4c2c1
RBN (7316),RBN,test,9bf6e82723843a156d2561f1075ad6b47deb6df5c7b389a8831e2a1510018f67,8cd9d2f107a4f9073202749fbc021bee1bd02aae2a8d6b4eaa127f3157cf1c78,ffb5d34f5a76fdcc3759d767d3e4bd982cd06334a8b15dfb506c9dbadfa43605,640x480,640x480,False,False,True,a2600e902b8f8cad779f5749d0cf005be04f182bdcb4b7f86deb0280f4bffd66,4d8c0bc66e97356eb71281c725e196560333e1ed5fed03eb58e6baf3edc3c95b
RBN (7317),RBN,train,9e77544d924a31fafbe73b22d8fb8a459ab4dd63895ade14b6b477bd1313bb0e,f8ff226c9b7a2caea18db8afda15d5341250c8f5b96661b87a6e40ca2e8e1875,ab19a24afb9c98bd2b2d07d031b66b22d3dac16be55fcd9945ac590496cb805f,375x500,375x500,False,False,True,269c2e1e10458ac00b0e7305cb078d2c3f36d9a1bb862e6fa7b63ee484cf6fe3,cd06cc526b61834a4158f2a28bee95e4c8bda7a18ec4a8b6c1c16f25754226d2
RBN (7318),RBN,train,844f0b6a51f42cabf4133a2888bca59f14ebf9b2c1dd995dbea332f12b737ebe,9548e52b49baf2f689d909e9f90732ed7b9286a2b374e6241f70e587884f6224,5d9f4da02cefab51f939ed928ff5000ba80187c1c95e0f4e5b4d4f48cbf1ddcc,514x640,514x640,False,False,True,e4d32b9e9e218bda6d17e1cf6efe058205bfb9dc98ee7a0c2f9434a5726a1fcb,c8f0de775e3225228d126be7a92ca173066952f4916389ea67be2778670b757b
RBN (7319),RBN,train,58d03cd66105b2f275eafde68332c0888481db49ae85ad6acc12c01e1f5aaa33,69499e233650387247712c79e607e84f33135159548d34970891cb371ee85ba5,eae3774dd20a1824d430d7657f1c3cf45a186c3f97c657c75425dd9714e7e69b,640x471,640x471,False,False,True,5f232ca292e569cab392b4f1b724142d118125287249ec5edb70b14386126e41,18de92017f2cb1f74c6c46d2714701230c874f19b1cb2b9ccc4333926de23f7e
RBN (7320),RBN,test,c796a95500702a8579012ff0d7eca77093f165806c223add3cad9bf06f776692,e094a6ceb4c5a12ac5f5782e5e634f4aea93b685299e924ab8a2049f197cd7f4,99242d16efb0103df61a2403caafd44e182f15665e0cce127284f072f9e79548,240x320,240x320,False,False,True,a5f1e56effb6201ceca13c828dfdb5c6fef2710a8bf616ec489b807b4fa9e0cc,904e5e3ae08c63f856bed53a95d7b7d57001d0d0e6b8f2df62000e4751a77838
RBN (7321),RBN,train,6c337e77f1ce77a5c28655ba9fd08403fb9ab4d93fa8075cadff15ea8b00160e,bd2fc75cfd20a87c8cc32724ed6880199445d6ce4728e2f137abffd00c4a7452,57b283823f4e618625ecdad02ac5b8575c52af78437054bccc7403d6a3e97a6b,640x427,640x427,False,False,True,fec185a7c14757c3a7a9ee6532330a0bbd9deda7aa47f215afbd72e83d8a42d1,a4e54f72448c9b48987fffa0327039f4e438fb16b96f208f3e2e885823c5fa3d
RBN (7322),RBN,train,68d676afb56fe6693b95e7a785e5708d8555a49d460a7430c969c8395f89b0de,3b2c51ed3adf9756582bd4eb2445b91c3b7b0821d3da86cd5aa9ba8e25cd850b,d4defd665db5e800fcbad5c448f0c20908f9fdba51afc2c3f0a29300b144f845,427x640,427x640,False,False,True,2af825664f91eddd5f620fdb3174dc8cd78ddd26b92a9e8e9cdbe645d52109bc,187d5ee70a1efc4f0a53829863897ff05fd4886f2520f43871535045e1b22141
RBN (7323),RBN,train,92b4f5ddfaf33efaa810660a7fba50f8c5331ef5f7f991c67f9e67b88d570bd8,5d9ecdae99e9665bfe6e187d188abb8792cdd1567ed051d88ffd692537c6d997,cbd55056447eab3eb68cfcf717cd891b87ff5d92f9592eb55efaa66f36677e43,360x640,360x640,False,False,True,d0d4da80141d5fb9fa85c9bf3af3a32193f23627191c0cbd880f76a9600c9569,24f67c7bc70b3ebd3b672dcc4f12baaf73056ef1e99bb947921ec4a49055d7e9
RBN (7324),RBN,test,bc3a4d6a9b7847d22c930fef4ba9359a4d2d42c96e4e2d610e46f106e52a7d82,62ae63c01ea1c718d093e17027b8acbd63407790d258a769426da9ccd86de276,91ec5252bb882dff8c207e5a7be3f8ea823bab6ce7861da18b0959945f9df2ca,480x640,480x640,False,False,True,ba7865036f16c72dcc77270cd385ca82e97aba2f273360ea5b926c20d41fd2fe,f0b416a3ffb34d89d99da9470029b2c5af33ca7c1444b2f83cc5b681e15a3c47
RBN (7325),RBN,train,4124d773fa605467869c9807b61f7da8beafb3f1f5356d8f8477319bee8d7b62,4baff71b0c32de68426164de0cef01d5d5ed617935eca9a76793ef7d68b273b5,83f8c19bbf6ca0863ace9869f4a4d3774a74742d2e5abf86fc457b2bde0f17d5,372x450,372x450,False,False,True,e4f86147226e1ad917cd709a66f05d8d887b3c96da2db8510f31fbfa0b6f7c67,0da6e8a421575345713816c3b1e4b6f7ba65c983cf32c4dfbdd543d53b3dffcd
RBN (7326),RBN,train,645586dcaa2bdbc8dd051d0d03b1564c30348e840cf774972ea16b9c95280d2d,2b9c670b02e93079aa4cff62b178a184b8ce2a3d90f96a87406663ee1700b00a,9736f2c9c86d8cb5e3fa9da6be09ebe7ea1ca796410ec2a29dd80efe63b4f126,375x500,375x500,False,False,True,79c97a17ec6e8eec9a99eb1111429b903a9b9a4617354293d7ec20888afcb99a,aafbf84ad6b582c238164877726d23a74fdab7ca911633621fe00709daa21ca5
RBN (7328),RBN,train,3d0a0356eb2c79d3d4d6610f5d536fdd44204a35190cb1de588989cab1c4cd75,2903cf3cba7f1a368b1de9af55bfcde9870ea312724dd13923ccd4458e20ff9c,47729c14924fc9eb9a32e00932c0f1dd9dd097b3878ffbb31882722d77e28993,428x640,428x640,False,False,True,8a588f1ee67c6a330a6010a8813a635161b8efeadd194b47c0ca16f54d6a2f43,4ea520542894f65c9a844a1e695523c45ad10718f627232b097b852c4ee3b4ef
RBN (7329),RBN,train,9fc5db5960f9572d1253a0493209e6d41b1ea01788ef47a008c35d83a51fe4e5,9a4904e696a4cf46f071880abbfefe2594ec8924db03c53dcbfd1de5e018d579,e1c3d924838a53538fb96991a6102e7518309603008746c79d5d2f98f01406cc,500x333,500x333,False,False,True,517cb22b107b6e05b7a7c5957c62dfbbf4ef81365c1033d17c143a17e864594e,e64029c5f6bdf2753003d60be561ee7346c309b3094e077bd86c5c6c3f5bc9f7
RBN (7330),RBN,train,67f6a9e903ed596c0e58465a89be13650b64b1dec69ba83236229196b08376f9,591239846e2f152e574118afbdbd50438afc00e9380b9e639479e78fba7a6b58,d59acd933c21e73071b65ceb36d32074fc31665f14e6a294de24bad87b111a4b,500x366,500x366,False,False,True,7981d95631b53d70df0d87e6ebd45eee576d99c7e4c0003d0de3b8891173b73e,77757e09433abbbaabf87ffc8b8772be659de8199f2791a12cebdec56ebc4996
RBN (7331),RBN,train,633083f2bbee80530cd780fb9ba2c775fa78c25af30a0e8e708d5cd367f97465,87d465ed555520ee6676abd7efed054f5b85687e4164ca983f0747e075a0fed4,fc3242d28a03b8c59d5b85332904bab6a2da3af8e6b307402bd9fa74a3037aaa,427x640,427x640,False,False,True,5e3aa1c56ae3e1f91d1f14852babe1a3df5be9164e5e43183aa11f6e1a0c2aae,475962d9d93e4005166d331d53106384e3eb951e7a6dba2f753b3256be10de5f
RBN (7332),RBN,train,8f31cb099a301aa4e36698f6775719d9d322f93d783839715f5c6fa4ab647906,428f5fcf4a20c579c1d8084e0e7aa6dc1f66c542daf155ef791f025ff716ed16,c7d2fd6d98257742a9086cd492cae5e32e2bd9ce5cb55552f16ef5a92213739b,640x426,640x426,False,False,True,a99a64db6600f68b697db7ad66b915e57788c132b79ac7502f214252e5b0d9f0,78f4f2fb8ce004c36a219cdbdf29a0e197f8fafa66e52007299a052e145c30f8
RBN (7333),RBN,train,3060c0d7058bd0d986c5322a00d7bfdddc84330e50dda95f5e5cbab436812961,dd6f97882e392eba61879974eefcbe985eec7537817c11fb98d940d73f719d96,89dbab04d2c3ab7fd58e9a38d4519bec822565d93866a90b055301f3b671bb64,375x500,375x500,False,False,True,ed7c3b9310a082d00e9626e9b9e184b41498ce7a5289654882070d29213022b6,84ce3f37e7dbe0b56ef42594acf97fa90fb3cd04202a620b4281969786ca6fd3
RBN (7334),RBN,train,67da821dd44078bd0b024517f9a2609819286ba399fdc24e431ae9e1eeea6087,4d3e06cf87c57758ae42d222e2659ece356aab6e5a70ed642847dc004b06418f,c098917bee1260543e9cb039a51c5866f4de528c07dbfaca453c0e62648a9a45,500x333,500x333,False,False,True,ad14676f2ac1ce8312c607eee318285bf5533da92df8e741f55f6c9cc80fc639,59627c02cc0cd044c26235ec7635eb841e92196431c3a6b31f9f2b3a8f9e9d0e
RBN (7335),RBN,train,2f20fab663c87fef8cd475c462671186bfc1b12259f29d08734207ee9d8b845d,18d479ea1c09474de0bc272fcd6a8ad69af69e32e830299e9cf0fb45767e2ca5,23453f47e0017e482a990d6ec843ee6cd6b63042a5d3bcf44c0eb5678f704d81,486x281,486x281,False,False,True,e51a69b9135b3ae0b8170f65b6927c442e9f145ec50b6829cf675108531a3559,1c24e3f3a7bc3c05d45bde71c857d4e27043bbe6c1791745ec43011e28873d4c
RBN (7336),RBN,train,005f9cd3a8c62c1ea1d900dc1d3dec7d4acb4883032315c62b8dc54b56f7e395,3fb85b7ef835d331f3c67a90221f0d7a0cdd1f6c4eb82b15e0c4acfaeadcb1c9,3d126af014d2a81da90f5e0dcc622a5d9ad445a3ed0a353fa1d664110ec0b813,359x600,359x600,False,False,True,ad72adc5f8529fb141a5e9d67f46f36df86ad7acc50a152523a3b870997a4d75,aec2e8dcfe58479e36725d12d67ecde0d7e1d6d135dce7196912a60b1e1a5bc5
